15 17 17 15 17 17 15 17 14 17 19 15 17 18 
13 7 13 10 13 6 10 12 12 14 10 6 14 11 
17 17 17 18 14 16 11 16 18 17 16 15 16 18 
18 18 15 15 16 10 18 18 15 16 17 17 10 12 
8 5 6 6 6 9 6 8 5 7 5 6 5 9 
12 11 14 10 13 12 18 9 9 12 12 9 10 13 
8 6 8 5 6 5 5 7 2 8 9 9 5 5 
13 14 12 14 12 11 5 12 14 12 13 11 13 12 
17 18 14 15 10 17 17 10 16 10 16 15 16 15 
12 7 14 8 11 13 14 10 11 13 12 8 14 10 
5 8 5 7 10 9 8 8 6 5 2 9 7 9 
17 16 15 11 16 16 15 12 17 17 12 18 16 15 
2 4 4 4 1 4 4 4 4 3 3 2 4 4 
14 7 10 5 14 13 14 11 11 5 8 13 13 10 
3 3 2 2 6 2 3 2 5 7 6 3 4 3 
13 10 7 11 10 11 13 12 12 13 12 14 13 14 
12 11 11 13 11 12 5 11 10 13 16 13 11 13 
10 7 13 10 6 13 8 6 13 12 8 11 13 12 
15 15 14 15 17 17 17 18 15 17 17 13 17 15 
4 3 4 4 1 6 7 2 9 3 4 3 3 4 
4 4 3 3 2 2 4 8 3 3 4 4 2 7 
8 9 6 11 6 9 9 6 7 8 6 9 9 6 
17 16 21 16 16 17 15 13 18 18 15 17 15 13 
5 8 5 6 9 7 6 6 8 6 8 7 5 5 
9 1 9 6 5 13 6 6 9 6 6 5 5 5 
7 3 12 6 8 5 5 9 9 5 8 6 7 9 
15 19 17 18 15 14 17 10 15 16 15 15 17 15 
5 7 5 8 10 7 8 6 11 9 8 13 5 7 
13 11 14 11 10 11 13 5 13 10 14 12 11 14 
16 17 17 18 13 18 15 18 17 16 15 11 15 18 
5 5 5 7 6 6 5 9 7 9 7 11 5 7 
11 10 11 14 10 14 12 12 11 11 11 14 12 11 
13 14 14 11 13 10 13 14 13 13 13 13 14 13 
10 11 10 11 14 10 13 13 12 14 10 10 14 6 
10 14 10 16 10 17 14 10 7 12 8 6 11 10 
17 15 18 18 17 15 12 11 15 17 16 16 15 16 
7 5 9 8 14 8 8 5 6 5 7 7 8 7 
12 11 10 10 12 13 14 10 14 13 11 12 9 13 
2 3 3 3 4 2 3 3 1 3 3 3 4 3 
14 12 10 11 10 12 11 6 12 10 10 8 10 10 
18 18 18 18 17 18 16 17 15 14 13 13 16 16 
12 12 8 8 10 14 12 18 13 10 9 13 14 11 
1 3 2 2 3 7 4 3 0 6 4 3 4 4 
17 16 17 16 17 15 18 18 15 16 17 16 18 18 
9 9 6 5 9 6 7 8 6 11 9 6 5 6 
10 11 11 14 11 13 17 11 6 13 14 13 10 11 
16 17 15 17 15 16 12 15 18 18 15 15 16 16 
11 6 5 14 10 9 12 12 5 12 5 13 14 14 
4 2 3 2 8 2 3 2 3 8 6 3 3 1 
3 8 3 3 4 2 2 3 4 4 4 3 3 2 
10 15 10 5 8 10 14 14 12 12 11 14 13 12 
12 14 11 10 6 14 9 11 14 13 12 8 14 12 
16 18 18 15 17 15 12 16 17 16 17 16 15 15 
5 5 8 6 6 5 7 7 9 9 8 6 9 9 
10 12 12 10 12 14 11 14 10 15 11 5 10 11 
8 9 8 5 6 8 8 14 9 9 8 9 5 5 
2 3 4 4 4 4 6 1 3 8 7 4 3 2 
14 7 10 8 10 8 14 11 13 12 14 12 14 13 
14 14 14 13 11 12 12 11 14 14 14 14 12 14 
7 6 9 5 8 5 7 9 8 7 13 8 9 8 
4 4 2 1 2 3 5 8 4 4 8 6 6 4 
10 17 13 9 11 11 14 14 15 12 12 14 13 13 
16 16 16 15 15 16 15 17 19 19 17 16 16 14 
6 8 7 8 7 5 6 6 5 5 5 6 9 5 
9 9 8 9 11 5 8 7 9 9 9 9 8 5 
3 2 7 3 2 3 3 3 8 4 2 4 2 4 
3 3 9 3 4 2 3 3 2 3 9 2 3 2 
3 2 4 2 4 4 8 2 4 4 4 4 4 3 
17 15 10 15 11 17 15 17 15 16 10 17 15 16 
17 17 16 18 15 13 15 15 16 17 15 15 16 16 
11 10 10 12 10 12 11 10 12 10 12 12 14 10 
8 7 9 9 8 6 9 6 9 8 11 6 6 10 
18 11 19 16 14 17 18 12 17 13 15 14 15 16 
3 8 3 4 4 4 3 0 3 4 2 3 1 4 
5 8 9 5 6 5 12 5 8 5 5 6 6 5 
6 5 13 8 9 8 9 14 6 9 9 9 6 7 
4 6 4 2 4 3 4 2 2 3 3 0 4 4 
