5 18 135 180 169 187 294 586 221 678 445 318 691 131 
153 164 179 20 219 145 32 43 110 238 218 200 414 337 
717 853 1374 401 544 34 359 105 449 1545 159 341 351 820 
915 1140 388 577 392 271 1294 1354 580 526 1907 1919 532 178 
19 6 224 234 493 25 642 84 60 342 183 650 202 67 
291 393 653 560 443 296 1387 114 230 332 639 307 761 474 
85 703 192 246 714 261 283 498 55 245 357 397 361 408 
488 797 818 923 854 403 476 924 964 1171 559 640 619 1212 
1984 1391 1001 607 803 2091 2108 1203 616 1255 841 857 925 1208 
1225 537 1009 325 658 786 1037 1292 666 1072 1436 489 1039 1364 
681 510 696 670 1450 438 516 737 782 805 715 485 892 490 
2505 1066 1259 718 1116 1256 1300 1537 2884 2902 1674 1424 1337 1303 
1227 83 287 437 935 547 556 597 721 428 491 1321 758 966 
1211 1287 1546 817 1250 1251 1268 799 998 968 932 1317 1367 1581 
535 861 1413 1562 901 1738 942 1903 1092 1327 943 976 1019 1218 
1535 1731 1328 1051 1989 1133 1588 1859 2071 1703 2103 1288 1801 1422 
2377 1660 1991 1896 2159 2413 1238 2261 2088 1906 1370 2069 2490 2344 
2101 1388 2370 2213 1010 2434 959 1071 2544 2457 1018 2546 2622 2637 
1375 1470 1502 1549 3050 3063 3179 1488 1551 3190 3297 2654 3301 1657 
1481 1296 1516 1577 1149 1090 1466 1914 587 1480 1632 1563 1616 2077 
2451 2772 1638 1931 2181 2760 2832 1150 2403 2477 2892 3398 2838 1586 
1237 593 1113 2676 1158 656 856 1169 1643 1339 1276 936 939 1309 
3357 1382 257 1564 1609 3445 2105 2658 1529 1565 2171 3451 2190 2717 
1245 1390 1448 1571 1030 1913 1829 1985 1418 2189 1639 1939 1589 1606 
1059 2303 1103 2204 1607 3248 2236 2301 1197 2392 2437 1749 2107 2127 
1949 2574 2677 2506 1707 2238 2320 1371 1465 2321 1785 2559 2013 1491 
2205 520 3488 1651 2268 1690 3628 2302 2443 1687 2521 2523 3898 2531 
2466 2177 2551 1869 2328 2484 1970 2604 2805 1578 2015 3324 2659 2639 
3446 2940 1893 3055 2397 3068 3837 2815 4126 2472 1920 2734 3412 2032 
1771 3945 3946 1704 4254 1746 2543 2026 4328 2021 2668 3554 2707 2038 
2825 2985 2989 2727 2722 2768 3048 1583 2804 1640 2941 3591 3314 3070 
3854 2652 4041 2247 2769 2333 2845 2847 4346 4371 4671 2375 2880 4678 
4402 2408 2446 4988 4501 2873 4539 2469 4699 4914 4924 4966 2621 4994 
2894 5036 3012 5099 2774 3023 5129 5144 2946 2903 3040 3042 3136 2826 
3094 3153 3161 2060 3206 4483 3192 3230 3197 3025 2118 2827 5190 3327 
4692 2923 2152 2383 4919 2939 3087 5401 3043 5021 2076 2079 3102 2258 
3404 3561 1642 2381 3713 2729 2777 3694 2851 3717 3625 3759 2895 3764 
3093 5427 3435 3436 3104 5299 3776 3498 3954 5381 5484 3636 1695 5424 
3016 2885 3018 3019 3491 3154 3243 3356 3296 3507 3560 3995 3542 4673 
3990 3720 3685 5572 3705 3781 5597 2994 3949 3723 4090 3021 4359 4468 
2867 2869 3186 3266 5143 3283 2319 5289 3298 4320 5527 5547 2714 2791 
3983 4156 3034 3095 4592 4391 4224 3292 5649 4696 1760 5892 4485 5598 
3380 4710 3540 3761 4909 3803 3634 5194 1220 3002 3657 5250 3667 3730 
5332 2820 5395 3000 5793 3362 3580 3703 3383 3227 5818 3284 3789 3889 
1915 2322 3156 3772 2405 3405 3921 3134 3514 5612 2468 3601 3834 3697 
5037 5640 5740 4489 5966 5940 5848 6053 3808 6080 4703 6108 5101 6060 
3321 5883 3399 5950 3421 3364 4270 3593 3912 4291 3594 3596 3457 3503 
6163 3923 3857 4962 5142 2527 4325 4355 4237 4662 4266 6126 5046 5090 
3736 4139 5425 4247 3151 4410 5435 4452 5669 3180 4009 5718 5873 4068 
5918 3181 6009 6118 3877 4466 4644 6167 4127 4444 4770 6314 6321 4660 
5189 3598 5197 4276 3279 5298 5312 5324 4809 4893 6174 5336 6260 5156 
5161 5591 6186 5380 4278 5666 2874 6223 5792 6443 5570 3280 5810 5617 
3558 4387 4403 3623 6062 3684 5687 3630 6180 3633 6214 3696 3692 3742 
4349 4450 3295 4350 4408 4663 3950 3951 2991 3112 3467 4525 3201 3310 
5538 5775 5846 5548 5887 5817 6357 6161 5571 4100 6394 4786 5638 6406 
3475 3582 3583 4814 4630 3679 3707 6264 3887 3938 3816 4001 4836 4890 
4827 6360 5029 5271 5415 5790 4780 7740 6556 3819 3965 5972 7107 4874 
6530 4019 5884 3909 5891 4048 6552 6426 6478 5912 6563 6095 6588 6741 
6633 6926 6975 6847 6508 6316 6405 6693 6996 7228 7269 7327 6421 7501 
4049 4872 4079 4928 4110 5098 4055 4172 4303 4059 6949 4419 4302 4433 
5988 6014 5085 9699 5743 7134 5104 4455 6026 6196 4479 4985 5006 6328 
5961 6275 6977 4393 6713 6838 7520 7574 4108 6783 6878 7682 7317 7909 
3744 4040 4137 4145 4246 4272 4353 6475 566 1297 6491 4358 4520 8134 
5185 4645 4083 4715 4149 5106 5199 5276 5155 5245 5583 5370 4469 5652 
4542 4752 4722 4797 6840 5655 5166 4173 4825 4865 4943 5049 5294 5658 
